ID_Commune,Annee,Mois,ID_Structure,Acces_Eau_Potable_Pct,Nb_Centres_Sante,Nb_Medecins,Nb_Infirmiers,Nb_Lits,Taux_Vaccination_Pct,Mortalite_Maternelle,Mortalite_Infantile,Cas_Palu,Cas_Cholera,Cas_Covid,Nb_Urgences,Satisfaction_Moyenne,Zone_Urgence
1,2022,2,2,45.76,3,11,6,17,85.01,5,13,349,11,31,7,3.44,1
1,2022,3,1,89.71,2,20,9,65,79.1,0,0,530,8,0,1,3.55,1
1,2022,3,2,76.09,3,12,37,38,86.28,5,12,127,14,13,8,4.78,1
1,2022,4,1,55.1,2,17,34,72,50.08,1,4,763,1,35,18,4.02,1
1,2022,4,2,94.22,1,14,43,23,65.54,5,9,446,20,49,16,4.17,0
1,2022,5,1,86.72,1,9,60,45,72.93,5,14,173,16,26,7,2.77,1
1,2022,5,2,60.85,2,11,18,64,85.93,4,15,771,0,19,6,4,1
1,2022,6,1,56.45,3,10,43,20,67.95,1,1,723,17,42,6,4.16,1
1,2022,6,2,56.67,1,12,27,45,89.38,3,13,41,9,24,2,4.63,1
1,2022,7,1,88.86,1,16,10,32,87.89,1,5,140,18,45,28,3.02,0
1,2022,7,2,86.89,3,6,21,71,76.79,3,0,628,5,16,5,3.89,1
1,2022,8,1,50.37,3,14,59,21,84.3,3,11,31,9,30,3,2.76,1
1,2022,8,2,54.12,2,6,26,36,60.64,3,12,512,4,46,19,3.22,1
1,2022,9,1,48.41,3,9,35,64,93.69,5,4,277,16,28,20,4.08,1
1,2022,9,2,85.48,3,17,5,56,89.13,3,12,364,0,48,25,3.85,1
1,2022,10,1,73.36,3,8,6,62,60.55,4,5,603,6,12,19,3.89,1
1,2022,10,2,92.25,1,16,23,5,69.22,1,6,423,9,25,29,3.72,0
1,2022,11,1,44.02,3,14,24,27,54.42,5,2,734,11,36,4,3.98,1
1,2022,11,2,45.62,1,12,40,12,65.96,4,10,730,13,5,26,3.66,1
1,2022,12,1,78.47,3,6,11,30,51.2,2,15,643,20,29,2,4.35,1
1,2022,12,2,67.17,2,18,38,26,54.32,4,10,691,7,17,30,2.96,1
1,2023,1,1,72.85,3,11,57,31,84.58,1,8,745,16,48,10,3.91,1
1,2023,1,2,80.43,2,16,56,69,90.23,2,2,533,12,31,27,3.3,1
1,2023,2,1,72.82,1,19,37,65,70.26,0,0,335,9,32,17,3.01,0
1,2023,2,2,44.67,3,14,11,42,62.88,2,5,576,16,46,26,2.96,1
1,2023,3,1,44.9,1,6,22,15,55.48,1,12,445,4,18,14,3.81,1
1,2023,3,2,77.99,3,3,8,18,89.41,3,10,217,8,48,21,3.84,0
1,2023,4,1,67.63,2,7,36,65,54.59,0,7,390,6,18,0,4.64,0
1,2023,4,2,45.66,2,12,51,8,58.06,4,3,403,7,30,2,2.61,1
1,2023,5,1,75.73,2,3,54,59,66.39,4,11,171,12,12,17,4.66,1
1,2023,5,2,58.61,2,5,45,22,53,5,8,46,3,36,24,3.14,1
1,2023,6,1,87.6,3,15,57,70,54.03,2,0,546,6,25,5,4.72,1
1,2023,6,2,86.83,1,6,20,79,64.87,5,6,265,19,47,23,3.64,0
1,2023,7,1,59.93,3,16,27,11,71.21,2,7,258,12,31,11,3.42,1
1,2023,7,2,78.11,1,2,34,27,72.29,0,0,446,16,7,1,4.75,0
1,2023,8,1,70.93,2,7,8,22,86.85,4,7,452,12,12,20,3.98,0
1,2023,8,2,75.25,1,3,7,33,96.84,1,0,93,10,39,11,2.66,0
1,2023,9,1,46.33,1,6,19,44,86.7,4,0,99,12,26,26,4.7,1
1,2023,9,2,71.04,3,4,47,14,77.34,5,5,302,0,29,6,3.5,0
1,2023,10,1,92.91,1,20,41,36,95.74,1,9,619,19,20,2,4.71,1
1,2023,10,2,52.93,2,3,39,29,97.19,1,8,727,20,44,21,2.5,1
1,2023,11,1,77.57,2,13,35,78,85.44,2,4,568,13,40,4,4.08,1
1,2023,11,2,42.94,1,17,33,57,73.17,5,2,170,17,7,0,3.47,1
1,2023,12,1,78.58,3,14,60,32,76.93,5,14,414,4,12,8,4.06,1
1,2023,12,2,70.18,3,16,9,46,82.69,2,11,386,15,45,19,3.12,1
2,2020,1,1,90.85,3,15,5,46,85.3,4,9,649,11,49,6,3.7,1
2,2020,1,2,80.32,1,7,45,40,78.57,3,1,267,18,40,9,4.27,0
2,2020,2,1,81.76,3,6,44,33,77.53,2,6,56,10,17,26,3.75,0
2,2020,2,2,81.34,3,8,46,67,78.29,4,0,37,14,19,2,3.32,0
2,2020,3,1,72.37,3,16,23,34,81.71,5,8,483,17,20,13,4.04,0
2,2020,3,2,45.61,2,18,24,19,52.07,4,14,675,2,15,5,4.42,1
2,2020,4,1,79.07,2,14,12,12,60.27,1,15,38,12,24,16,2.81,1
2,2020,4,2,58.11,3,11,60,52,54.8,2,2,188,14,23,8,4.03,1
2,2020,5,1,46.11,3,17,5,48,63.23,5,11,732,6,28,14,2.81,1
2,2020,5,2,57.25,1,15,50,58,69.46,4,9,287,1,43,18,3.76,1
2,2020,6,1,43.34,1,14,53,61,83.67,3,3,560,7,43,20,3.95,1
2,2020,6,2,91.31,2,6,29,44,51.24,3,15,522,16,20,10,2.8,1
2,2020,7,1,65.28,1,12,27,11,90.51,1,0,464,13,20,2,3.92,0
2,2020,7,2,82.3,2,16,18,40,86.47,2,7,46,5,1,12,3.27,0
2,2020,8,1,54.81,1,12,31,55,72.99,1,15,79,10,25,22,4.03,1
2,2020,8,2,58.4,3,12,7,49,70.3,4,15,213,8,44,25,4.06,1
2,2020,9,1,72.42,3,14,7,23,89.66,0,7,453,20,44,11,4.1,0
2,2020,9,2,62.88,2,20,5,15,81.56,3,8,555,11,13,30,4.4,1
2,2020,10,1,90.58,1,15,6,57,79.11,5,5,312,1,35,30,2.54,0
2,2020,10,2,76.49,3,20,34,46,50.51,0,5,412,10,27,16,2.99,0
2,2020,11,1,68.39,1,13,38,52,95.49,0,10,141,5,3,21,3.86,0
2,2020,11,2,92.56,1,14,10,39,63.94,2,8,132,18,13,29,4.06,0
2,2020,12,1,52.46,2,9,11,48,84.12,3,1,211,10,46,3,3.06,1
2,2020,12,2,89.35,2,17,37,31,50.39,1,8,106,19,25,11,3.49,0
2,2021,1,1,93.43,2,7,58,46,91.33,1,13,748,6,39,26,3.46,1
2,2021,1,2,78.69,1,18,5,38,91.32,0,15,81,0,18,22,2.57,1
2,2021,2,1,44.85,3,12,41,48,50.83,1,4,611,20,40,27,3.71,1
2,2021,2,2,86.7,2,18,10,58,55.99,2,6,417,2,41,11,4.24,0
2,2021,3,1,59.14,2,6,37,27,63.58,5,14,208,7,7,21,3.36,1
2,2021,3,2,67.03,2,3,57,58,55,4,2,643,7,31,20,3.7,1
2,2021,4,1,48.09,3,17,15,40,69.72,5,13,405,6,4,14,4.33,1
2,2021,4,2,81.46,2,13,12,73,96.62,4,4,517,5,34,8,2.82,1
2,2021,5,1,59.59,1,11,19,19,86.36,0,12,544,18,39,11,3.49,1
2,2021,5,2,57.65,1,18,10,65,77.55,5,5,380,13,33,13,3.78,1
2,2021,6,1,88.28,1,8,59,47,61.98,1,7,245,19,26,28,4.79,0
2,2021,6,2,45.41,3,2,14,65,80.17,5,11,185,16,23,11,2.85,1
2,2021,7,1,42.57,3,8,27,37,52.29,4,0,436,18,26,23,3.33,1
2,2021,7,2,78.96,2,8,23,25,62.63,4,15,633,4,44,17,4.16,1
2,2021,8,1,78.22,1,9,30,18,91.05,3,6,61,6,38,3,4.42,0
2,2021,8,2,94.61,3,3,52,65,91.18,1,10,37,20,5,16,3.57,0
2,2021,9,1,88.08,3,7,46,68,94.87,5,4,727,1,20,8,4.66,1
2,2021,9,2,40.32,1,3,16,79,90.96,3,0,695,18,10,17,4.51,1
2,2021,10,1,70.46,2,20,18,5,91.97,3,14,367,14,46,7,3.12,1
2,2021,10,2,81.94,1,15,52,40,65.39,1,10,148,3,27,27,2.82,0
2,2021,11,1,56,1,9,7,24,58.9,0,3,642,18,15,3,3.14,1
2,2021,11,2,60.38,2,11,49,19,84.2,4,1,712,12,19,17,4.66,1
2,2021,12,1,77.18,3,16,12,42,93.01,4,6,179,13,9,29,4.37,0
2,2021,12,2,87.82,3,9,29,80,65.71,4,15,735,11,35,5,4.35,1
2,2022,1,1,55.85,2,6,59,68,64.27,1,1,321,5,39,6,3.45,1
2,2022,1,2,44.07,2,1,28,69,88.75,3,12,484,7,50,21,3.25,1
2,2022,2,1,78.07,2,5,50,78,80.4,5,13,67,3,21,6,3.41,1
2,2022,2,2,47.05,3,17,11,31,61.7,4,7,585,16,44,21,2.84,1
2,2022,3,1,52.86,3,5,22,18,88.3,5,11,416,8,4,19,3.7,1
2,2022,3,2,43.35,1,3,42,66,60.51,0,7,22,13,5,21,2.55,1
2,2022,4,1,57.86,3,19,22,22,95.19,4,7,243,4,20,25,3.07,1
2,2022,4,2,54.93,1,18,56,51,63.84,5,11,589,5,1,28,2.95,1
2,2022,5,1,47.54,1,16,22,14,91.91,1,5,477,9,38,3,2.65,1
2,2022,5,2,61.07,3,9,28,36,58.43,5,0,786,13,19,14,2.99,1
2,2022,6,1,94.56,3,1,57,41,77.65,4,0,189,13,8,23,3.41,0
2,2022,6,2,53.51,3,2,54,63,80.44,0,13,385,19,12,25,3.9,1
2,2022,7,1,56.31,2,4,5,7,94,5,12,660,8,32,24,3.45,1
2,2022,7,2,87.19,1,19,34,66,54.5,0,9,45,17,45,1,3.13,0
2,2022,8,1,51.83,1,19,36,66,66.13,0,3,429,9,26,18,3.24,1
2,2022,8,2,94.97,2,8,55,20,82.07,2,5,412,6,40,3,2.86,0
2,2022,9,1,69.11,1,5,45,11,85.25,4,11,180,2,37,11,3.12,1
2,2022,9,2,79.62,3,14,27,60,75.78,2,1,151,17,47,18,3.64,0
2,2022,10,1,58.73,1,16,19,38,87.31,2,13,95,4,36,11,2.56,1
2,2022,10,2,84.56,2,19,28,38,72.43,5,6,592,20,15,27,4.01,1
2,2022,11,1,73.69,2,14,41,32,75.03,0,6,681,4,3,9,4.29,1
2,2022,11,2,70.63,2,6,55,5,50.41,5,12,192,13,26,5,2.94,1
2,2022,12,1,69.96,3,14,51,65,73.84,5,3,247,6,24,23,4.68,0
2,2022,12,2,85.32,3,13,20,51,97.55,1,0,340,17,10,29,4.4,0
2,2023,1,1,65.71,1,4,10,7,64.11,2,9,495,12,11,3,2.74,0
2,2023,1,2,67.85,3,3,29,61,92.34,1,5,244,13,3,29,3.67,0
2,2023,2,1,91.69,3,8,55,36,79.63,5,12,620,0,43,16,3.89,1
2,2023,2,2,70.6,1,12,44,50,95.83,5,11,217,5,0,8,4.58,1
2,2023,3,1,76.77,2,18,11,15,66.23,0,8,73,17,5,3,4.13,0
2,2023,3,2,67.43,2,14,53,10,65.39,3,8,401,11,44,20,2.78,0
2,2023,4,1,87.86,2,3,19,23,76.23,0,14,710,20,34,27,4.29,1
2,2023,4,2,80.25,3,10,25,11,83.19,5,8,287,1,22,10,3.61,0
2,2023,5,1,82.91,1,11,57,80,68.18,1,6,729,0,4,29,3.62,1
2,2023,5,2,54.71,3,13,58,12,89.6,1,7,136,16,38,13,4.21,1
2,2023,6,1,61.87,3,20,38,31,94.27,5,13,204,1,0,23,4.37,1
2,2023,6,2,71.66,2,19,48,25,51.33,5,10,748,12,8,28,3.57,1
2,2023,7,1,77.28,2,13,25,77,95.92,5,8,449,18,44,3,2.56,0
2,2023,7,2,64.22,3,1,25,78,50.85,5,6,210,4,37,3,4.03,0
2,2023,8,1,69.83,1,5,17,49,73.01,2,7,340,7,7,24,3.72,0
2,2023,8,2,54.11,3,1,38,18,61,4,6,320,8,37,28,2.99,1
2,2023,9,1,76.26,3,11,49,35,87.54,3,8,481,3,15,30,2.57,0
2,2023,9,2,49,1,18,50,79,52.77,3,4,104,13,45,9,4.37,1
2,2023,10,1,55.48,1,5,7,52,65.82,5,11,140,15,7,14,3.15,1
2,2023,10,2,56.45,3,2,9,19,79.52,3,10,67,20,31,18,3.85,1
2,2023,11,1,64.3,1,16,26,78,72.13,2,5,691,19,13,0,4.03,1
2,2023,11,2,74.67,3,3,57,73,61.19,4,0,400,10,3,14,3.02,0
2,2023,12,1,40.44,1,17,13,36,82.46,4,2,768,13,34,5,3.83,1
2,2023,12,2,49.66,2,3,12,72,65.25,3,5,535,7,7,15,4.13,1
3,2020,1,1,50.43,1,15,17,71,68.87,2,10,27,18,11,13,3.56,1
3,2020,1,2,43.99,2,13,48,52,85.31,1,13,185,1,3,28,3.95,1
3,2020,2,1,69.4,1,9,20,39,77.08,1,15,714,6,23,30,4.34,1
3,2020,2,2,54.28,1,8,10,80,58.33,5,4,316,1,37,2,4.13,1
3,2020,3,1,62.2,1,11,46,25,74.73,0,13,404,5,50,1,2.82,1
3,2020,3,2,79.91,3,4,34,12,68.24,4,2,273,16,16,4,2.76,0
3,2020,4,1,74.53,1,16,37,42,67.6,0,14,221,13,48,19,3.27,1
3,2020,4,2,83.23,1,7,38,12,96.5,1,12,788,4,37,24,3.53,1
3,2020,5,1,71.35,2,18,37,39,62.9,0,0,269,6,8,22,3.17,0
3,2020,5,2,63.54,2,16,13,39,52.3,4,1,554,12,15,24,4.27,1
3,2020,6,1,81.38,2,19,59,17,77.83,2,6,296,3,21,20,4.65,0
3,2020,6,2,52.57,1,12,37,55,55.94,0,5,550,9,45,27,4.54,1
3,2020,7,1,56.76,3,11,39,53,77.76,0,7,345,1,23,11,2.75,1
3,2020,7,2,42.63,1,15,37,29,67.37,0,9,427,16,31,24,4.5,1
3,2020,8,1,93.51,1,15,53,9,66.9,3,14,321,11,50,16,3.95,1
3,2020,8,2,55.11,3,15,23,75,84.03,4,6,709,13,41,23,3,1
3,2020,9,1,91.42,3,10,18,23,70.91,3,1,745,4,16,2,4.13,1
3,2020,9,2,77.07,2,11,51,58,91.56,0,0,91,17,18,22,4.4,0
3,2020,10,1,72.51,2,1,28,65,53.42,5,10,768,15,33,21,2.82,1
3,2020,10,2,75.83,3,13,14,57,81.41,3,5,638,20,23,21,2.93,1
3,2020,11,1,91.91,1,13,36,61,89.33,4,11,96,16,24,18,4.61,1
3,2020,11,2,52.11,1,8,10,46,89.28,3,3,698,14,43,12,4.64,1
3,2020,12,1,73.81,1,8,19,51,76.39,3,7,756,9,37,6,2.7,1
3,2020,12,2,94.46,2,3,23,68,83.76,0,12,789,6,20,2,2.62,1
3,2021,1,1,54.39,3,8,13,56,85.57,0,4,331,8,24,15,4.49,1
3,2021,1,2,82.65,2,8,40,35,67.58,0,4,697,16,42,29,2.6,1
3,2021,2,1,63.92,2,7,56,73,65.64,5,8,556,3,13,1,2.72,1
3,2021,2,2,58.26,1,8,55,39,77.19,2,10,185,0,28,28,4.61,1
3,2021,3,1,75.8,3,7,43,55,52.93,4,6,692,20,38,5,3.84,1
3,2021,3,2,67.75,2,1,44,32,95.53,2,2,347,1,50,6,3.16,0
3,2021,4,1,66.79,3,9,58,6,65.37,5,1,574,1,38,17,3.27,1
3,2021,4,2,65.86,2,7,22,68,86.74,4,9,627,16,35,8,2.56,1
3,2021,5,1,80.14,3,11,31,46,80.91,2,6,154,20,28,22,4.14,0
3,2021,5,2,73.56,3,2,42,74,79.66,5,1,728,16,45,6,2.66,1
3,2021,6,1,90.54,2,11,13,65,83.37,4,12,220,2,2,21,4.32,1
3,2021,6,2,88.24,3,5,31,40,95.04,4,9,484,4,43,15,2.65,0
3,2021,7,1,81.67,2,13,22,61,54.17,1,4,741,14,14,25,3.73,1
3,2021,7,2,46.44,1,4,44,27,76.77,4,8,333,11,21,2,4.01,1
3,2021,8,1,72.28,3,14,42,39,72.3,3,11,296,19,15,16,4.69,1
3,2021,8,2,59.75,2,12,10,22,96.64,5,10,98,7,6,18,4.11,1
3,2021,9,1,41.21,3,16,6,29,63.1,3,11,108,20,11,29,4.66,1
3,2021,9,2,46.51,3,6,20,20,89.36,4,8,419,3,0,12,2.7,1
3,2021,10,1,69.92,2,5,49,37,96.73,0,7,298,10,9,14,3.16,0
3,2021,10,2,41.23,3,5,51,58,51.83,3,4,769,13,3,8,4.31,1
3,2021,11,1,57.13,2,1,50,22,64.26,5,11,230,0,4,14,4.45,1
3,2021,11,2,55.21,2,5,48,15,78.29,3,5,229,7,24,9,4.8,1
3,2021,12,1,68.69,3,15,58,80,79.72,5,11,147,8,18,2,2.92,1
3,2021,12,2,50.11,3,13,42,22,77.15,2,8,779,12,19,11,3.55,1
3,2022,1,1,69.36,2,6,45,53,96.85,5,15,81,4,34,3,2.73,1
3,2022,1,2,45.28,1,1,55,44,77.98,2,15,345,7,45,1,2.73,1
3,2022,2,1,52.11,1,17,28,6,70.78,0,0,450,19,21,23,3.75,1
3,2022,2,2,41.41,3,8,60,41,58.37,4,10,149,11,48,4,2.78,1
3,2022,3,1,46.11,3,11,44,64,97.58,1,11,682,1,4,14,4.17,1
3,2022,3,2,70.94,1,7,7,42,58.16,5,11,178,19,46,7,3.51,1
3,2022,4,1,46.36,2,20,43,65,96.26,1,4,164,20,23,20,4.2,1
3,2022,4,2,62.43,2,15,8,35,92.59,5,5,547,14,20,9,4.35,1
3,2022,5,1,49.3,2,13,52,44,97.22,4,0,210,13,50,20,2.78,1
3,2022,5,2,58.71,2,2,27,35,58.84,2,5,466,11,37,5,3.03,1
3,2022,6,1,91.18,1,19,60,70,68.71,3,8,297,18,45,4,2.79,0
3,2022,6,2,92.19,2,3,22,52,73.36,1,12,211,8,3,2,4.77,1
3,2022,7,1,60.67,1,9,44,11,87.37,5,14,261,15,43,23,3.32,1
3,2022,7,2,41.47,1,6,38,15,57.02,1,15,541,14,22,9,3.52,1
3,2022,8,1,63,2,19,44,77,88.77,1,15,135,13,45,20,3.54,1
3,2022,8,2,57.22,1,10,16,17,73.19,2,12,571,8,50,21,2.77,1
3,2022,9,1,49.73,2,17,60,21,63.08,1,10,603,19,35,21,3.54,1
3,2022,9,2,82.38,3,10,30,36,63.89,2,8,47,4,5,12,3.17,0
3,2022,10,1,49.49,2,11,38,68,60.74,2,14,462,6,20,0,4.49,1
3,2022,10,2,82.04,2,17,15,39,62.45,2,14,697,7,49,28,3.75,1
3,2022,11,1,66.23,3,3,19,80,52.8,2,2,103,7,24,7,2.87,0
3,2022,11,2,82.28,3,19,46,28,90.06,3,6,245,11,47,22,4.55,0
3,2022,12,1,51.96,1,8,36,15,64.68,4,13,493,15,20,14,3.32,1
3,2022,12,2,78.54,3,3,49,6,84.28,1,10,544,4,20,13,2.52,1
3,2023,1,1,90.05,3,12,23,30,96.91,5,0,704,6,49,23,3.75,1
3,2023,1,2,70.05,3,13,6,22,62.18,2,0,465,20,1,13,2.94,0
3,2023,2,1,47.51,3,3,33,34,70.7,1,8,422,7,21,6,4.65,1
3,2023,2,2,56.47,3,7,17,13,96.66,2,4,30,6,6,6,3.96,1
3,2023,3,1,83.9,3,7,44,52,90.01,0,4,130,14,16,1,3.1,0
3,2023,3,2,52.18,3,13,8,30,55.29,4,14,706,10,40,23,3.19,1
3,2023,4,1,83.56,3,10,5,60,89.37,5,15,134,15,9,10,4.64,1
3,2023,4,2,67.06,1,5,11,9,82.21,3,4,243,7,39,5,2.84,0
3,2023,5,1,89.2,3,11,44,73,53.62,1,6,419,5,35,11,4.69,0
3,2023,5,2,90.84,3,14,14,43,92.33,1,1,206,11,2,14,3.17,0
3,2023,6,1,75.85,1,6,55,58,86.57,2,4,759,18,28,9,2.99,1
3,2023,6,2,48.36,1,14,17,76,61.99,1,10,744,19,48,26,3.38,1
3,2023,7,1,75.37,3,13,43,49,76.86,3,1,458,16,19,23,3.77,0
3,2023,7,2,65.01,2,17,18,28,80.34,5,5,698,6,32,24,3.84,1
3,2023,8,1,43.97,2,8,39,28,91.48,5,6,263,12,13,6,4.16,1
3,2023,8,2,49.01,2,20,29,62,78.82,2,14,86,15,30,11,3,1
3,2023,9,1,54.52,3,16,10,21,67.61,5,14,59,8,3,24,3.12,1
3,2023,9,2,90.98,3,9,46,45,67.6,0,2,579,5,5,19,3.24,1
3,2023,10,1,56.59,2,3,36,77,88.48,1,3,460,0,0,30,4.19,1
3,2023,10,2,47.2,2,7,13,8,94.79,5,0,25,7,15,27,3.99,1
3,2023,11,1,50.58,1,2,23,49,90.54,2,1,63,18,4,0,3.48,1
3,2023,11,2,52.37,3,18,40,12,93.76,0,15,344,11,34,1,3.71,1
3,2023,12,1,58.04,2,16,24,41,71.29,0,4,445,7,47,1,4.25,1
3,2023,12,2,51.29,2,16,38,68,94.82,2,7,167,6,37,7,3.19,1
4,2020,1,1,92.74,1,9,33,42,94.92,0,11,31,4,23,7,4.63,1
4,2020,1,2,81.6,2,3,60,12,77.43,5,7,738,12,18,26,3.85,1
4,2020,2,1,48.3,2,2,52,27,56.8,1,6,586,1,36,8,3.97,1
4,2020,2,2,66.22,2,6,37,48,83.85,0,3,47,20,48,19,4.55,0
4,2020,3,1,64.57,3,11,58,7,67.77,1,15,396,7,50,19,3.77,1
4,2020,3,2,78.6,1,6,20,20,65.79,4,13,85,3,11,25,2.75,1
4,2020,4,1,64.33,1,12,53,71,79.92,2,2,192,1,1,17,4.3,0
4,2020,4,2,41.05,3,1,16,57,62.55,1,9,273,3,13,7,2.94,1
4,2020,5,1,90.26,1,10,16,42,81.83,0,11,106,15,33,2,3.56,1
4,2020,5,2,59.94,2,5,8,9,69.03,1,7,359,17,7,25,4.21,1
4,2020,6,1,82.48,1,12,20,70,58.98,2,13,503,0,30,2,3.53,1
4,2020,6,2,45.3,2,15,14,29,74.63,4,12,110,3,9,2,3.65,1
4,2020,7,1,93.57,1,6,7,25,68.28,2,14,415,19,34,13,3.23,1
4,2020,7,2,82.08,1,19,50,45,86.19,5,12,781,4,19,10,3.7,1
4,2020,8,1,78.57,2,1,52,40,81.47,1,0,200,6,12,26,3.31,0
4,2020,8,2,85.45,1,8,40,49,90.41,2,11,361,14,32,7,3,1
4,2020,9,1,47.59,1,19,18,66,90.7,3,10,370,6,32,10,4.08,1
4,2020,9,2,42.15,3,13,28,17,87.42,5,5,389,15,39,16,3.89,1
4,2020,10,1,64.32,2,11,59,64,83.81,1,6,32,10,25,6,4.29,0
4,2020,10,2,49.6,3,9,30,6,56.49,3,4,383,12,6,3,2.92,1
4,2020,11,1,85.97,2,5,35,16,84.86,1,9,626,18,4,11,4.18,1
4,2020,11,2,80.18,2,4,48,26,74.96,3,1,585,17,6,26,3.23,1
4,2020,12,1,43.03,1,20,33,44,65.38,0,0,180,13,36,25,3.47,1
4,2020,12,2,83.04,2,6,14,68,61.1,2,10,165,17,34,27,3.28,0
4,2021,1,1,69.04,2,2,22,44,88.01,1,11,126,8,5,11,2.74,1
4,2021,1,2,57.6,3,10,60,10,82.77,1,8,35,20,19,3,4.11,1
4,2021,2,1,92.98,3,17,41,73,54.93,1,6,84,9,30,8,3.73,0
4,2021,2,2,60.94,2,2,18,52,59.95,3,1,634,20,27,19,3.82,1
4,2021,3,1,63.46,3,1,47,66,51.75,5,2,310,14,8,30,2.61,0
4,2021,3,2,61.69,3,20,37,15,56.44,2,4,291,11,44,5,4.7,0
